loss,accuracy,lr
2.250528573989868,0.18000000715255737,0.001
1.926284909248352,0.15000000596046448,0.001
1.8078930377960205,0.25999999046325684,0.001
1.732897162437439,0.3100000023841858,0.001
1.6844581365585327,0.3799999952316284,0.001
1.6397520303726196,0.4099999964237213,0.001
1.58780837059021,0.4399999976158142,0.001
1.5853828191757202,0.44999998807907104,0.001
1.4999645948410034,0.47999998927116394,0.001
1.4842044115066528,0.5400000214576721,0.001
1.472597599029541,0.44999998807907104,0.001
1.433159351348877,0.5,0.001
1.4292973279953003,0.5199999809265137,0.001
1.380130410194397,0.5400000214576721,0.001
1.388369083404541,0.5299999713897705,0.001
1.3230841159820557,0.5299999713897705,0.001
1.2881911993026733,0.5899999737739563,0.001
1.2773370742797852,0.5899999737739563,0.001
1.2529881000518799,0.6000000238418579,0.001
1.2186952829360962,0.6299999952316284,0.001
1.16606867313385,0.6000000238418579,0.001
1.1659893989562988,0.5899999737739563,0.001
1.136502981185913,0.5600000023841858,0.001
1.122880458831787,0.6200000047683716,0.001
1.0680646896362305,0.6700000166893005,0.001
1.0507118701934814,0.6399999856948853,0.001
1.0274784564971924,0.699999988079071,0.001
1.0241432189941406,0.6399999856948853,0.001
1.0133272409439087,0.6899999976158142,0.001
0.979215681552887,0.6800000071525574,0.001
0.9592853784561157,0.7200000286102295,0.001
0.9454618692398071,0.6700000166893005,0.001
0.9307209849357605,0.6899999976158142,0.001
0.893703281879425,0.699999988079071,0.001
0.9067052602767944,0.7200000286102295,0.001
0.9798243641853333,0.6499999761581421,0.001
0.9024710655212402,0.699999988079071,0.001
0.8919844031333923,0.7699999809265137,0.001
0.8386955857276917,0.7300000190734863,0.001
0.8510338068008423,0.7300000190734863,0.001
0.7963393926620483,0.7400000095367432,0.001
0.7741822600364685,0.7799999713897705,0.001
0.7880188226699829,0.7799999713897705,0.001
0.7655415534973145,0.75,0.001
0.7410785555839539,0.7699999809265137,0.001
0.7499457001686096,0.7699999809265137,0.001
0.6996762156486511,0.7900000214576721,0.001
0.7125335931777954,0.8199999928474426,0.001
0.687105119228363,0.8299999833106995,0.001
0.6329529285430908,0.8399999737739563,0.001
