loss,accuracy,lr
2.822848081588745,0.22097378969192505,0.001
2.1735851764678955,0.36329588294029236,0.001
1.8683958053588867,0.4157303273677826,0.001
1.661002278327942,0.5131086111068726,0.001
1.5233180522918701,0.4906367063522339,0.001
1.279375672340393,0.6292135119438171,0.001
1.1286358833312988,0.704119861125946,0.001
0.9968580603599548,0.737827718257904,0.001
0.9311444163322449,0.7415730357170105,0.001
0.8627109527587891,0.7677902579307556,0.001
0.7588541507720947,0.8089887499809265,0.001
0.6746474504470825,0.8202247023582458,0.001
0.6051051020622253,0.8389512896537781,0.001
0.48835423588752747,0.898876428604126,0.001
0.396083265542984,0.9213483333587646,0.001
0.4002000093460083,0.9288389682769775,0.001
0.2880305349826813,0.9438202381134033,0.001
0.25578948855400085,0.9700374603271484,0.001
0.21821635961532593,0.9737827777862549,0.001
0.22553128004074097,0.9700374603271484,0.001
0.2616312801837921,0.9475655555725098,0.001
0.2231699675321579,0.9737827777862549,0.001
0.1876392364501953,0.966292142868042,0.001
0.20584550499916077,0.9737827777862549,0.001
0.2178124338388443,0.9775280952453613,0.001
0.14083406329154968,0.9887640476226807,0.001
0.10675431787967682,0.9925093650817871,0.001
0.11306286603212357,0.9850187301635742,0.001
0.09876739233732224,0.9962546825408936,0.001
0.07800468057394028,0.9925093650817871,0.001
0.08237212151288986,0.9962546825408936,0.001
0.05421186238527298,0.9962546825408936,0.001
0.034937936812639236,1.0,0.001
0.03181132301688194,1.0,0.001
0.026371901854872704,0.9962546825408936,0.001
0.019504666328430176,1.0,0.001
0.01665586605668068,1.0,0.001
0.018663333728909492,1.0,0.001
0.01832188293337822,0.9962546825408936,0.001
0.06350197643041611,0.9925093650817871,0.001
0.06622657924890518,0.9962546825408936,0.001
0.06241649016737938,0.9962546825408936,0.001
0.05375363677740097,0.9925093650817871,0.001
0.0649123266339302,0.9925093650817871,0.001
0.03995171934366226,1.0,0.001
0.030765680596232414,1.0,0.001
0.028922537341713905,1.0,0.001
0.021238289773464203,1.0,0.00020000001
0.025522666051983833,1.0,0.00020000001
0.011934359557926655,1.0,0.00020000001
0.011367195285856724,1.0,0.00020000001
0.011351088061928749,1.0,0.00020000001
0.010522780008614063,1.0,0.00020000001
0.009345756843686104,1.0,0.00020000001
0.00965793989598751,1.0,0.00020000001
0.006773027125746012,1.0,0.00020000001
0.007222949061542749,1.0,0.00020000001
0.006367157679051161,1.0,0.00020000001
0.007593217305839062,1.0,0.00020000001
0.00707431323826313,1.0,0.00020000001
0.0068200998939573765,1.0,0.00020000001
0.006565617397427559,1.0,0.00020000001
0.006678605917841196,1.0,0.00020000001
0.00659288140013814,1.0,0.00020000001
0.005380571819841862,1.0,0.00020000001
0.005822491366416216,1.0,0.00020000001
0.00504434946924448,1.0,0.00020000001
0.005575614981353283,1.0,0.00020000001
0.006600980646908283,1.0,0.00020000001
0.005343066994100809,1.0,0.00020000001
0.008013226091861725,1.0,0.00020000001
0.005234945565462112,1.0,0.00020000001
0.005889103747904301,1.0,0.00020000001
0.007319482043385506,1.0,0.00020000001
0.00600037258118391,1.0,0.00020000001
0.004739722236990929,1.0,0.00020000001
0.004945142660290003,1.0,0.00020000001
0.005195935722440481,1.0,0.00020000001
0.004323191940784454,1.0,0.00020000001
0.00440974673256278,1.0,0.00020000001
0.004282523412257433,1.0,0.00020000001
0.005436419975012541,1.0,0.00020000001
0.003630885388702154,1.0,0.00020000001
0.005079998634755611,1.0,0.00020000001
0.004776731599122286,1.0,0.00020000001
0.004754853434860706,1.0,0.00020000001
0.004317847546190023,1.0,0.00020000001
0.003673921339213848,1.0,0.00020000001
0.004150132182985544,1.0,0.00020000001
0.004530912730842829,1.0,0.00020000001
0.003662274917587638,1.0,0.00020000001
0.004386677872389555,1.0,0.00020000001
0.004513316322118044,1.0,0.00020000001
0.0036134200636297464,1.0,1e-04
0.0036269440315663815,1.0,1e-04
0.004137879237532616,1.0,1e-04
0.0035783874336630106,1.0,1e-04
0.0035919505171477795,1.0,1e-04
0.00357866776175797,1.0,1e-04
0.004445723723620176,1.0,1e-04
0.003988292533904314,1.0,1e-04
0.004265671595931053,1.0,1e-04
0.003234521020203829,1.0,1e-04
0.004363848362118006,1.0,1e-04
0.003602926153689623,1.0,1e-04
0.004100589081645012,1.0,1e-04
0.004226860590279102,1.0,1e-04
