loss,accuracy,lr
0.643182635307312,0.6650000214576721,0.001
0.5989886522293091,0.6961110830307007,0.001
0.5819295644760132,0.7149999737739563,0.001
0.5710266828536987,0.7083333134651184,0.001
0.5467119216918945,0.7161111235618591,0.001
0.5403811931610107,0.7283333539962769,0.001
0.5119050145149231,0.7638888955116272,0.001
0.5129866600036621,0.7472222447395325,0.001
0.5019780993461609,0.7572222352027893,0.001
0.44805067777633667,0.8072222471237183,0.001
0.44172123074531555,0.7905555367469788,0.001
0.4421130120754242,0.7983333468437195,0.001
0.44593772292137146,0.8055555820465088,0.001
0.4156252443790436,0.8199999928474426,0.001
0.41312363743782043,0.8255555629730225,0.001
0.3954266309738159,0.8183333277702332,0.001
0.3907843828201294,0.8383333086967468,0.001
0.3821589946746826,0.8311111330986023,0.001
0.377794086933136,0.8427777886390686,0.001
0.38642528653144836,0.8216666579246521,0.001
0.3735460638999939,0.8288888931274414,0.001
0.3831386864185333,0.8322222232818604,0.001
0.37857645750045776,0.82833331823349,0.001
0.3653266131877899,0.8411111235618591,0.001
0.35830754041671753,0.8461111187934875,0.001
0.3325139284133911,0.8605555295944214,0.001
0.339648574590683,0.8577777743339539,0.001
0.361301988363266,0.8405555486679077,0.001
0.3345341384410858,0.852222204208374,0.001
0.3297504484653473,0.8544444441795349,0.001
0.3195132911205292,0.8594444394111633,0.001
0.3588135540485382,0.8544444441795349,0.001
0.34284621477127075,0.8583333492279053,0.001
0.34185299277305603,0.8572221994400024,0.001
0.33226490020751953,0.8644444346427917,0.001
0.3198438882827759,0.8611111044883728,0.001
0.32228752970695496,0.8677777647972107,0.001
0.30899351835250854,0.870555579662323,0.001
0.3163977861404419,0.8633333444595337,0.001
0.3055785894393921,0.8738889098167419,0.001
0.3199688494205475,0.8605555295944214,0.001
0.3037525713443756,0.8655555844306946,0.001
0.32054293155670166,0.8588888645172119,0.001
0.2934826910495758,0.8727777600288391,0.001
0.31068915128707886,0.8655555844306946,0.001
0.28133004903793335,0.8738889098167419,0.001
0.2967800498008728,0.8722222447395325,0.001
0.28586286306381226,0.8777777552604675,0.001
0.2991013526916504,0.8688889145851135,0.001
0.2890380918979645,0.8772222399711609,0.001
0.27136626839637756,0.8916666507720947,0.001
0.27785247564315796,0.8788889050483704,0.001
0.266809344291687,0.8905555605888367,0.001
0.2957329750061035,0.8711110949516296,0.001
0.29760321974754333,0.8816666603088379,0.001
0.2680641710758209,0.8849999904632568,0.001
0.25815173983573914,0.8899999856948853,0.001
0.2816673815250397,0.8805555701255798,0.001
0.25639989972114563,0.8966666460037231,0.001
0.25455915927886963,0.8972222208976746,0.001
0.2645833492279053,0.8911111354827881,0.001
0.23765811324119568,0.9038888812065125,0.001
0.25424063205718994,0.8949999809265137,0.001
0.24309928715229034,0.897777795791626,0.001
0.2546675205230713,0.8927778005599976,0.001
0.23005816340446472,0.9077777862548828,0.001
0.22419163584709167,0.9133333563804626,0.001
0.2338380366563797,0.8999999761581421,0.001
0.24831686913967133,0.8983333110809326,0.001
0.22606629133224487,0.9044444561004639,0.001
0.22975236177444458,0.9122222065925598,0.001
0.22483505308628082,0.9077777862548828,0.001
0.23166881501674652,0.9055555462837219,0.001
0.21438460052013397,0.9100000262260437,0.001
0.2204277664422989,0.9105555415153503,0.001
0.2178991287946701,0.9077777862548828,0.001
0.23166652023792267,0.9016666412353516,0.001
0.2132798582315445,0.9088888764381409,0.001
0.2062707245349884,0.9194444417953491,0.001
0.21781659126281738,0.9044444561004639,0.001
0.19158361852169037,0.9238888621330261,0.001
0.18945273756980896,0.9227777719497681,0.001
0.1924920678138733,0.9238888621330261,0.001
0.19971863925457,0.9222221970558167,0.001
0.1970483362674713,0.9161111116409302,0.001
0.187711700797081,0.926111102104187,0.001
0.18681055307388306,0.9233333468437195,0.001
0.20220185816287994,0.9211111068725586,0.001
0.1901245415210724,0.9272222518920898,0.001
0.17241224646568298,0.9333333373069763,0.001
0.1854678839445114,0.9200000166893005,0.001
0.19248437881469727,0.9238888621330261,0.001
0.1770542860031128,0.9277777671813965,0.001
0.1943247765302658,0.9144444465637207,0.001
0.17031562328338623,0.9322222471237183,0.001
0.18615226447582245,0.9255555272102356,0.001
0.16074630618095398,0.9405555725097656,0.001
0.17538601160049438,0.9361110925674438,0.001
0.18033984303474426,0.9305555820465088,0.001
0.17353031039237976,0.9322222471237183,0.001
0.17150308191776276,0.9372222423553467,0.001
0.19734793901443481,0.92166668176651,0.001
0.15024827420711517,0.9361110925674438,0.001
0.16606739163398743,0.9322222471237183,0.001
0.20400556921958923,0.9211111068725586,0.001
0.14993180334568024,0.9438889026641846,0.001
0.1628180593252182,0.9350000023841858,0.001
0.16772878170013428,0.9344444274902344,0.001
0.1601134091615677,0.9350000023841858,0.001
0.14854328334331512,0.9438889026641846,0.001
0.17256608605384827,0.9338889122009277,0.001
0.14242489635944366,0.9394444227218628,0.001
0.12198153138160706,0.9544444680213928,0.001
0.1361219882965088,0.9511111378669739,0.001
0.13079959154129028,0.9538888931274414,0.001
0.1307356059551239,0.948888897895813,0.001
0.1611100435256958,0.9355555772781372,0.001
0.14542445540428162,0.9405555725097656,0.001
0.202179417014122,0.9211111068725586,0.001
0.1364593803882599,0.9461110830307007,0.001
0.14226233959197998,0.9483333230018616,0.001
0.13694919645786285,0.945555567741394,0.001
0.15095458924770355,0.9477777481079102,0.001
0.10353311896324158,0.9616666436195374,0.00020000001
0.08274092525243759,0.972777783870697,0.00020000001
0.08504381775856018,0.9722222089767456,0.00020000001
0.07539968937635422,0.9744444489479065,0.00020000001
0.07034175097942352,0.9827777743339539,0.00020000001
0.06702978909015656,0.980555534362793,0.00020000001
0.0716390460729599,0.976111114025116,0.00020000001
0.07408388704061508,0.9744444489479065,0.00020000001
0.06667470186948776,0.977222204208374,0.00020000001
0.061413172632455826,0.9822221994400024,0.00020000001
0.060205500572919846,0.9811111092567444,0.00020000001
0.06367910653352737,0.9794444441795349,0.00020000001
0.058901041746139526,0.9827777743339539,0.00020000001
0.05338682979345322,0.9838888645172119,0.00020000001
0.05836747959256172,0.980555534362793,0.00020000001
0.06233614683151245,0.9788888692855835,0.00020000001
0.05956045910716057,0.9800000190734863,0.00020000001
0.05891457945108414,0.9800000190734863,0.00020000001
0.0529293492436409,0.9833333492279053,0.00020000001
0.0610576830804348,0.9811111092567444,0.00020000001
0.05727723613381386,0.9844444394111633,0.00020000001
0.05629469454288483,0.9827777743339539,0.00020000001
0.06394968181848526,0.9783333539962769,0.00020000001
0.048147011548280716,0.9855555295944214,0.00020000001
0.04640573263168335,0.9861111044883728,0.00020000001
0.051218431442976,0.9850000143051147,0.00020000001
0.054685864597558975,0.9833333492279053,0.00020000001
0.046095024794340134,0.9838888645172119,0.00020000001
0.06466618925333023,0.976111114025116,0.00020000001
0.05507396161556244,0.9816666841506958,0.00020000001
0.06120792403817177,0.9794444441795349,0.00020000001
0.04711472988128662,0.9855555295944214,0.00020000001
0.04210672155022621,0.9877777695655823,0.00020000001
0.0368507094681263,0.9894444346427917,0.00020000001
0.04543672502040863,0.9872221946716309,0.00020000001
0.04930659756064415,0.9827777743339539,0.00020000001
0.052633922547101974,0.9838888645172119,0.00020000001
0.036485906690359116,0.9911110997200012,0.00020000001
0.04124041274189949,0.9872221946716309,0.00020000001
0.05148838832974434,0.9827777743339539,0.00020000001
0.05065169185400009,0.9844444394111633,0.00020000001
0.036213986575603485,0.9933333396911621,0.00020000001
0.03339620307087898,0.9933333396911621,0.00020000001
0.044758666306734085,0.9883333444595337,0.00020000001
0.03422861546278,0.9900000095367432,0.00020000001
0.043965283781290054,0.9866666793823242,0.00020000001
0.040834855288267136,0.9900000095367432,0.00020000001
0.03797222301363945,0.9900000095367432,0.00020000001
0.06085916608572006,0.9777777791023254,0.00020000001
0.044115446507930756,0.9872221946716309,0.00020000001
0.04751211404800415,0.9850000143051147,0.00020000001
0.04354173317551613,0.9838888645172119,0.00020000001
0.03986470028758049,0.9872221946716309,0.00020000001
0.03477286547422409,0.9883333444595337,1e-04
0.02723671682178974,0.9927777647972107,1e-04
0.03282075747847557,0.9927777647972107,1e-04
0.028337489813566208,0.9933333396911621,1e-04
0.02672247774899006,0.9916666746139526,1e-04
0.02458077296614647,0.992222249507904,1e-04
0.02524479851126671,0.9927777647972107,1e-04
0.023368405178189278,0.9950000047683716,1e-04
0.02854996547102928,0.9927777647972107,1e-04
0.026894040405750275,0.992222249507904,1e-04
0.029799122363328934,0.9916666746139526,1e-04
0.025493653491139412,0.9950000047683716,1e-04
0.021911131218075752,0.9950000047683716,1e-04
0.02092191018164158,0.9972222447395325,1e-04
0.026534009724855423,0.9933333396911621,1e-04
0.02665645442903042,0.9927777647972107,1e-04
0.03219347819685936,0.9905555844306946,1e-04
0.02491339109838009,0.9938889145851135,1e-04
0.01717081107199192,0.9972222447395325,1e-04
0.018613794818520546,0.995555579662323,1e-04
0.018178975209593773,0.996666669845581,1e-04
0.020496588200330734,0.9972222447395325,1e-04
0.021223118528723717,0.9927777647972107,1e-04
0.03363505378365517,0.9866666793823242,1e-04
0.024377113208174706,0.9944444298744202,1e-04
0.026271779090166092,0.9927777647972107,1e-04
0.02396211214363575,0.9938889145851135,1e-04
0.029480090364813805,0.9888888597488403,1e-04
0.041295476257801056,0.9844444394111633,1e-04
0.032140880823135376,0.992222249507904,1e-04
0.024123601615428925,0.9900000095367432,1e-04
0.020145032554864883,0.9950000047683716,1e-04
0.026066593825817108,0.9927777647972107,1e-04
0.027173826470971107,0.9911110997200012,1e-04
0.019471341744065285,0.995555579662323,1e-04
0.020166562870144844,0.9944444298744202,1e-04
0.03296264633536339,0.9900000095367432,1e-04
0.018087444826960564,0.996666669845581,1e-04
0.023517165333032608,0.9938889145851135,1e-04
0.01510130986571312,0.9977777600288391,1e-04
0.03909333050251007,0.9883333444595337,1e-04
0.02102164551615715,0.9944444298744202,1e-04
0.02087942324578762,0.9938889145851135,1e-04
0.019672496244311333,0.9961110949516296,1e-04
0.030452987179160118,0.9905555844306946,1e-04
0.02660754881799221,0.9927777647972107,1e-04
0.01866774819791317,0.995555579662323,1e-04
0.01600533351302147,0.9983333349227905,1e-04
0.027244936674833298,0.9933333396911621,1e-04
0.01574697345495224,0.9972222447395325,1e-04
0.02396368607878685,0.9938889145851135,1e-04
0.022230902686715126,0.9950000047683716,1e-04
0.02593342959880829,0.992222249507904,1e-04
0.027300676330924034,0.992222249507904,1e-04
0.023519890382885933,0.9944444298744202,1e-04
0.028354939073324203,0.992222249507904,1e-04
0.0167396143078804,0.996666669845581,1e-04
0.020073866471648216,0.9950000047683716,1e-04
0.020023932680487633,0.9938889145851135,1e-04
0.014819684438407421,0.9972222447395325,1e-04
0.014399094507098198,0.9972222447395325,1e-04
0.01967385783791542,0.9944444298744202,1e-04
0.016659844666719437,0.995555579662323,1e-04
0.01696852780878544,0.9938889145851135,1e-04
0.023214656859636307,0.9950000047683716,1e-04
0.022127171978354454,0.9944444298744202,1e-04
